dataset,num_layers,layer_size,test_fold,test_ratio,stop_epoch,train_loss,val_loss,test_loss,time
cancer,4,1024,1,0.2,25,0.49907389283180237,1.2869751453399658,1.5599216222763062,23.93532633781433
