method,fold,acc
linear_unreg.1,1,83.23353293413174
linear_unreg.2,1,90.8183632734531
linear_unreg.4,1,95.40918163672654
linear_unreg.1,2,83.3616298811545
linear_unreg.2,2,88.62478777589135
linear_unreg.4,2,94.05772495755518
linear_L1reg.100,1,95.60878243512974
linear_L1reg.100,2,92.19015280135824
mmit.1,1,82.43512974051896
mmit.2,1,95.00998003992017
mmit.4,1,94.41117764471058
mmit.1,2,78.77758913412563
mmit.2,2,88.62478777589135
mmit.4,2,88.28522920203736
mmit.100,1,88.02395209580838
mmit.100,2,87.26655348047538
ensemble.1,1,85.33541341653667
ensemble.10,1,96.56786271450858
ensemble.2,1,86.73946957878314
ensemble.3,1,86.73946957878314
ensemble.4,1,86.89547581903277
ensemble.5,1,96.56786271450858
ensemble.6,1,96.09984399375975
ensemble.7,1,96.09984399375975
ensemble.8,1,96.09984399375975
ensemble.9,1,96.72386895475819
ensemble.1,2,85.59670781893004
ensemble.10,2,74.7599451303155
ensemble.2,2,85.45953360768176
ensemble.3,2,85.59670781893004
ensemble.4,2,86.0082304526749
ensemble.5,2,94.92455418381344
ensemble.6,2,94.23868312757202
ensemble.7,2,79.28669410150891
ensemble.8,2,75.99451303155007
ensemble.9,2,75.58299039780522
ensemble.11,1,96.8798751950078
ensemble.12,1,96.8798751950078
ensemble.13,1,97.03588143525741
ensemble.14,1,97.03588143525741
ensemble.15,1,95.00780031201248
ensemble.16,1,94.38377535101404
ensemble.17,1,94.38377535101404
ensemble.18,1,96.41185647425897
ensemble.19,1,96.41185647425897
ensemble.20,1,96.41185647425897
ensemble.11,2,74.62277091906722
ensemble.12,2,74.62277091906722
ensemble.13,2,74.34842249657065
ensemble.14,2,74.62277091906722
ensemble.15,2,74.21124828532236
ensemble.16,2,74.7599451303155
ensemble.17,2,74.7599451303155
ensemble.18,2,74.48559670781893
ensemble.19,2,74.48559670781893
ensemble.20,2,74.48559670781893
