method,fold,acc
AFT_XGBoost.100,1,74.60106382978722
AFT_XGBoost.100,2,54.807692307692314
mmit.100,1,73.9251040221914
mmit.100,2,78.0241935483871
linear_L1reg.100,1,79.05686546463245
linear_L1reg.100,2,80.04032258064517
