fold,n_layer,layer_size,n_features,f_engineer,normalize,val_acc
6,3,16,1,1,1,92.97012302
6,3,16,1,0,1,92.44288225
6,3,16,2,1,1,86.11599297
6,3,16,2,0,1,88.04920914
6,3,16,4,1,1,84.53427065
6,3,16,4,0,1,86.64323374
6,3,32,1,1,1,92.61862917
6,3,32,1,0,1,91.91564148
6,3,32,2,1,1,82.77680141
6,3,32,2,0,1,86.11599297
6,3,32,4,1,1,79.43760984
6,3,32,4,0,1,81.19507909
6,3,64,1,1,1,88.40070299
6,3,64,1,0,1,92.0913884
6,3,64,2,1,1,76.9771529
6,3,64,2,0,1,76.62565905
6,3,64,4,1,1,75.21968366
6,3,64,4,0,1,74.69244288
6,3,128,1,1,1,81.54657293
6,3,128,1,0,1,86.29173989
6,3,128,2,1,1,75.92267135
6,3,128,2,0,1,74.86818981
6,3,128,4,1,1,75.5711775
6,3,128,4,0,1,72.75922671
