fold,n_layer,layer_size,n_features,f_engineer,normalize,val_acc
6,3,16,2,1,1,97.57738896
6,3,16,2,0,1,96.90444145
6,3,16,4,1,1,99.32705249
6,3,16,4,0,1,96.76985195
6,3,32,1,1,1,95.42395693
6,3,32,1,0,1,94.61641992
6,3,32,2,1,1,95.82772544
6,3,32,2,0,1,97.30820996
6,3,32,4,1,1,98.92328398
6,3,32,4,0,1,89.63660834
6,3,64,1,1,1,88.29071332
6,3,64,1,0,1,80.34993271
6,3,64,2,1,1,95.42395693
6,3,64,2,0,1,88.29071332
6,3,64,4,1,1,99.59623149
6,3,64,4,0,1,90.17496635
6,3,128,1,1,1,78.86944818
6,3,128,1,0,1,81.15746972
6,3,128,2,1,1,93.5397039
6,3,128,2,0,1,84.79138627
6,3,128,4,1,1,97.71197847
6,3,128,4,0,1,92.19380888
