sequenceID,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
1.1,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2
1.11,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1
1.15,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1.6,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1
1.9,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,1,1,1,1,1,1
106.11,3,3,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1
106.17,3,3,3,3,3,3,3,2,1,0,0,0,0,1,1,1,1,1,1,1,1
106.5,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
106.6,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1
106.9,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1
109.2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1
109.8,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1
11.1,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1
11.4,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1
12.1,3,3,3,3,3,3,3,2,1,0,0,1,2,2,2,2,2,2,2,2,2
12.11,3,3,3,3,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1
12.17,3,3,3,3,3,3,3,2,2,0,0,0,0,1,1,1,1,1,1,1,1
12.2,3,3,3,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1
12.6,3,3,3,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,1
12.X,5,5,5,5,5,5,5,4,1,0,0,2,2,2,2,2,2,2,2,2,2
128.12,3,3,3,3,3,3,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1
128.17,3,3,3,3,3,3,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1
128.2,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
128.3,3,3,3,3,3,3,3,2,1,0,0,0,1,1,1,1,1,1,1,1,1
128.6,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
138.1,3,3,3,3,3,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1
139.3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
139.4,2,2,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
139.7,3,3,3,3,3,3,3,2,1,0,0,0,1,1,1,1,1,1,1,1,1
145.1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1
145.17,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,1,1,1,1,1,1
145.19,2,2,2,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
145.2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1
145.3,2,2,2,2,2,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1
145.4,3,3,3,3,3,3,3,1,0,0,2,2,2,2,2,2,2,2,2,2,2
145.6,3,3,3,3,3,3,3,1,0,0,0,2,2,2,2,2,2,2,2,2,2
145.7,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1
149.1,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1
149.11,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1
149.2,3,3,3,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
149.6,3,3,3,3,3,3,3,0,0,1,1,1,2,2,2,2,2,2,2,2,2
153.11,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1
153.17,3,3,3,3,3,3,3,3,2,1,0,1,1,1,1,1,1,1,1,1,1
153.18,3,3,3,3,3,3,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1
153.2,3,3,3,3,3,3,3,2,1,1,0,0,1,1,1,1,1,1,1,1,1
153.4,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1
153.7,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
162.1,2,2,2,2,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1
162.11,3,3,3,3,3,3,3,2,2,0,0,0,1,1,1,1,1,1,1,1,1
162.17,3,3,3,3,3,3,3,2,1,0,0,0,1,1,1,1,1,1,1,1,1
162.19,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1
162.22,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
162.3,5,5,5,5,5,5,5,1,1,0,0,1,2,2,2,2,2,2,2,2,2
162.5,3,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1
162.7,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1
162.8,2,2,2,2,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
17.1,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
17.11,4,4,4,4,4,4,4,1,1,0,1,2,2,2,2,2,2,2,2,2,2
172.1,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1
172.17,3,3,3,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1
172.3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1
172.4,3,3,3,3,3,3,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1
173.11,3,3,3,3,3,3,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1
173.15,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1
173.16,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
173.19,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
173.4,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1
173.8,3,3,3,3,3,3,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1
188.1,3,3,3,3,3,3,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1
188.2,2,2,2,2,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1
188.3,3,3,3,3,3,3,3,3,2,1,0,0,0,1,1,1,1,1,1,1,1
188.6,2,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1
