dataset,model,num_layers,hidden_size,stop_epoch,train_loss,val_loss,test_loss,time
detailed,gru,1,2,46,0.35166519493118764,0.28329160853394975,3.944444930900566,3057.33047580719
detailed,gru,1,4,56,0.35002276188242987,0.2825697503320978,3.733711067079143,3288.0748648643494
detailed,gru,1,8,27,0.3516893356224574,0.2832032901926485,3.9320773459604066,2402.0139207839966
detailed,gru,1,16,30,0.35159929094254694,0.28319790998814115,3.962470633090671,2519.501784801483
detailed,gru,2,2,28,0.3522223051473886,0.28342452477706453,3.9984827830710192,2973.462857246399
detailed,gru,2,4,11,0.35167339174187057,0.2833693325822316,3.981793015927189,2302.7638931274414
detailed,gru,2,8,57,0.3498863270182991,0.28157980003681915,3.781496575948867,687.8728353977203
detailed,gru,2,16,26,0.3514240987806401,0.28264078038408924,3.6998862002510577,279.74665451049805
