Feature,Mean Importance,Lower Bound,Upper Bound
max_diff,0.1973038730461722,0.16258624436729685,0.2320215017250475
kurtosis,0.08867173140195009,0.06827812889401855,0.10906533390988163
sum_diff,0.0868236218293699,0.05344804056475483,0.12019920309398496
mean_diff,0.08535585100130921,0.06684896098649484,0.10386274101612357
count,0.0768689176276394,0.052196617381344665,0.10154121787393414
autocorr,0.07312767091149307,0.0407735096152234,0.10548183220776274
abs_skewness,0.06947188664730275,0.052305583755017857,0.08663818953958763
unique_count,0.042464756130333306,0.030750783426943522,0.054178728833723086
percentile_75,0.041735787623969886,0.01765634867752896,0.0658152265704108
mean,0.04154649520983279,0.0326054772300314,0.05048751318963418
max_value,0.027635461778738733,0.0215747104168221,0.033696213140655365
std_deviation,0.027592440438720105,0.02044898027849653,0.03473590059894367
variance,0.02736122437879756,0.021316168328935944,0.033406280428659174
iqr,0.027256863745584586,0.017195284543584877,0.037318442947584296
range_value,0.026173400573393055,0.020360789740559826,0.031986011406226283
percentile_25,0.021681010999361584,0.012707138645779194,0.030654883352943973
median,0.019710770489010765,0.01593892748258949,0.023482613495432035
percentile_50,0.019218236167021112,0.014011993165072343,0.02442447916896988
min_value,0.0,0.0,0.0
min_diff,0.0,0.0,0.0
