Feature,Mean Importance,Lower Bound,Upper Bound
unique_count,0.12379254554126537,0.07102866605720357,0.1765564250253272
autocorr,0.10976965596501466,0.04979482978702927,0.16974448214300003
max_diff,0.08211000112558085,0.04461023108167421,0.1196097711694875
abs_skewness,0.08185533709147429,0.046750903010089905,0.11695977117285868
kurtosis,0.07115736239859419,0.050570089273572316,0.09174463552361606
variance,0.05388518198786015,0.03450482921771094,0.07326553475800937
count,0.05341209960642368,0.03251136052409057,0.07431283868875678
std_deviation,0.0522340627948165,0.030597815645005952,0.07387030994462704
sum_diff,0.051695337608173214,0.03280884222150644,0.07058183299484
iqr,0.050297449492896856,0.027390151513067416,0.0732047474727263
mean,0.050194090794290644,0.01887446068919201,0.0815137208993893
mean_diff,0.0496616932940771,0.013419765734125923,0.08590362085402828
max_value,0.04218142943731665,0.025282021848143786,0.059080837026489516
range_value,0.04083464083962849,0.021403561857649113,0.06026571982160787
percentile_25,0.026970092400017055,0.020443551044965032,0.03349663375506908
percentile_75,0.02590622672015408,0.012015719785074446,0.039796733655233715
percentile_50,0.017926239454135663,0.009661581104401622,0.026190897803869698
median,0.016116553448280557,0.010449857707286039,0.02178324918927508
min_value,0.0,0.0,0.0
min_diff,0.0,0.0,0.0
