Feature,Mean Importance,Lower Bound,Upper Bound
unique_count,0.2201390269569773,0.17216806190957992,0.26810999200437463
variance,0.1794154548210851,0.1675160250400824,0.1913148846020878
std_deviation,0.17368574383174662,0.16218628387050157,0.18518520379299167
range_value,0.1111978035686834,0.09909721431360029,0.12329839282376652
autocorr,0.1110799055105684,0.0960089292842295,0.1261508817369073
sum_diff,0.06050683955055052,0.02214026372823854,0.0988734153728625
count,0.04876049247617302,0.029899511192837302,0.06762147375950872
iqr,0.016498251730332543,0.011453998317093645,0.021542505143571443
max_diff,0.01631525619635903,0.010892818949006912,0.021737693443711147
mean_diff,0.009954977733936143,0.00816546239515199,0.011744493072720297
abs_skewness,0.009184736129386488,0.007787321472583344,0.010582150786189633
kurtosis,0.008309818294551286,0.007125668402944846,0.009493968186157725
max_value,0.007688182118785559,0.005635634090678351,0.009740730146892767
min_value,0.006967219122858756,0.0052805189586405,0.008653919287077013
percentile_25,0.004300283121897729,0.00334130889403852,0.0052592573497569385
percentile_75,0.004205914028472932,0.0034608268421614736,0.004951001214784392
mean,0.0032920477751251136,0.0026318334713361187,0.0039522620789141085
min_diff,0.003092905959035889,0.0019422320986709344,0.004243579819400843
median,0.002779106941757553,0.002109763362612858,0.003448450520902248
percentile_50,0.0026260341317167176,0.0020890867300543898,0.0031629815333790454
