dataset,num_layers,layer_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
ATAC_JV_adipose,1,2,1,4423,2.1239593029022217,1.5554113388061523,2.753171443939209,10.274293422698975
ATAC_JV_adipose,1,2,2,14523,2.468473196029663,1.6801505088806152,1.9834657907485962,29.45253610610962
ATAC_JV_adipose,1,4,1,3145,2.1368114948272705,1.5545510053634644,2.7551159858703613,6.618272542953491
ATAC_JV_adipose,1,4,2,4482,2.4279117584228516,1.6967902183532715,2.408958911895752,9.339137315750122
ATAC_JV_adipose,1,8,1,3131,2.142275333404541,1.5536593198776245,2.7584333419799805,6.56955885887146
ATAC_JV_adipose,1,8,2,3189,2.4611356258392334,1.7450194358825684,2.497490167617798,6.667834520339966
ATAC_JV_adipose,1,16,1,2742,2.1247377395629883,1.5589202642440796,2.737330436706543,5.7615065574646
ATAC_JV_adipose,1,16,2,2533,2.435256004333496,1.7270289659500122,2.470682382583618,5.326409101486206
ATAC_JV_adipose,1,32,1,1729,2.1238412857055664,1.555721402168274,2.7277495861053467,3.7715723514556885
ATAC_JV_adipose,1,32,2,2153,2.4419045448303223,1.739472508430481,2.4953255653381348,4.620175361633301
ATAC_JV_adipose,1,64,1,1377,2.115875005722046,1.561257004737854,2.719785451889038,3.0610299110412598
ATAC_JV_adipose,1,64,2,910,2.2408461570739746,1.588452696800232,2.223120927810669,2.090031623840332
ATAC_JV_adipose,1,128,1,1071,1.6427333354949951,1.4348727464675903,2.235433578491211,2.4139883518218994
ATAC_JV_adipose,1,128,2,646,2.42087459564209,1.741219162940979,2.495281934738159,1.538240909576416
ATAC_JV_adipose,1,256,1,1280,1.4497942924499512,1.3516045808792114,2.194282293319702,2.9730429649353027
ATAC_JV_adipose,1,256,2,828,1.9136805534362793,1.618949294090271,2.095280408859253,2.0238873958587646
ATAC_JV_adipose,1,512,1,1059,1.2674120664596558,1.2432887554168701,2.1432220935821533,2.587385416030884
ATAC_JV_adipose,1,512,2,1456,1.3981528282165527,1.231324315071106,2.0375354290008545,3.4730608463287354
ATAC_JV_adipose,1,1024,1,627,1.3712499141693115,1.2885761260986328,2.075570821762085,1.6214182376861572
ATAC_JV_adipose,1,1024,2,964,1.3956371545791626,1.4579761028289795,1.9726250171661377,2.365253448486328
ATAC_JV_adipose,1,2048,1,407,1.2621958255767822,1.312703251838684,2.079554557800293,1.1534724235534668
ATAC_JV_adipose,1,2048,2,555,1.340470314025879,1.3611127138137817,1.9899593591690063,1.4713523387908936
ATAC_JV_adipose,1,4096,1,286,1.2619167566299438,1.3065801858901978,2.149458646774292,0.8663127422332764
ATAC_JV_adipose,1,4096,2,424,1.290725827217102,1.3212295770645142,2.0215203762054443,1.1857292652130127
ATAC_JV_adipose,2,2,1,3355,2.1027355194091797,1.5518871545791626,2.7207565307617188,7.941377401351929
ATAC_JV_adipose,2,2,2,3512,2.281564712524414,1.6460994482040405,2.288419723510742,8.262641191482544
ATAC_JV_adipose,2,4,1,3354,2.080857753753662,1.5304592847824097,2.6969544887542725,7.898507118225098
ATAC_JV_adipose,2,4,2,4342,2.468473196029663,1.6801493167877197,1.9834624528884888,9.925230741500854
ATAC_JV_adipose,2,8,1,2457,2.1054396629333496,1.5458123683929443,2.7175114154815674,5.800890207290649
ATAC_JV_adipose,2,8,2,2319,2.409837484359741,1.6874663829803467,2.4292569160461426,5.527109384536743
ATAC_JV_adipose,2,16,1,1399,2.0333638191223145,1.505692720413208,2.67984938621521,3.426992416381836
ATAC_JV_adipose,2,16,2,611,2.3620452880859375,1.5445610284805298,2.1370973587036133,1.6405041217803955
ATAC_JV_adipose,2,32,1,804,2.0146946907043457,1.499194622039795,2.682114839553833,2.0781021118164062
ATAC_JV_adipose,2,32,2,427,2.3245060443878174,1.7577893733978271,2.4416208267211914,1.2156434059143066
ATAC_JV_adipose,2,64,1,617,1.5234904289245605,1.3809870481491089,2.1917810440063477,1.6283302307128906
ATAC_JV_adipose,2,64,2,1391,1.34870183467865,1.2889600992202759,2.1426644325256348,3.383110284805298
ATAC_JV_adipose,2,128,1,451,1.3478384017944336,1.2736235857009888,2.153301477432251,1.3649420738220215
ATAC_JV_adipose,2,128,2,1095,1.294463872909546,1.3056727647781372,1.9689879417419434,2.923149347305298
ATAC_JV_adipose,2,256,1,172,1.4748905897140503,1.3940480947494507,2.1067912578582764,0.7098362445831299
ATAC_JV_adipose,2,256,2,205,1.6792895793914795,1.5426958799362183,1.997702956199646,0.8011126518249512
ATAC_JV_adipose,2,512,1,191,1.2208185195922852,1.3260173797607422,2.098322629928589,0.7803483009338379
ATAC_JV_adipose,2,512,2,281,1.324703335762024,1.4692492485046387,2.1554019451141357,1.0137722492218018
ATAC_JV_adipose,2,1024,1,184,1.0353046655654907,1.3483333587646484,2.074643135070801,0.7646701335906982
ATAC_JV_adipose,2,1024,2,230,1.1468355655670166,1.4049491882324219,2.1460702419281006,0.8799896240234375
ATAC_JV_adipose,2,2048,1,131,0.9499593377113342,1.2842068672180176,2.244633913040161,0.7320804595947266
ATAC_JV_adipose,2,2048,2,136,1.1103957891464233,1.4212181568145752,2.1790995597839355,0.7467210292816162
