dataset,num_layers,layer_size,test_fold,test_ratio,stop_epoch,train_loss,val_loss,test_loss,time
cancer,3,256,1,0.1,8,0.6642494201660156,1.5689479112625122,1.3832340240478516,2.75040340423584
cancer,3,256,1,0.2,8,0.6354902982711792,1.2480703592300415,1.3876038789749146,2.6915454864501958
cancer,3,256,1,0.3,26,0.5761758089065552,1.247039794921875,1.3621171712875366,2.8820583820343018
cancer,3,256,1,0.4,26,0.6099746227264404,1.1966241598129272,1.2566205263137815,2.8370862007141118
cancer,3,256,1,0.5,21,0.5229446887969971,1.1715154647827148,1.40396249294281,2.716206312179565
cancer,3,256,2,0.1,53,0.5823125839233398,1.0209312438964844,1.800642490386963,3.23157000541687
cancer,3,256,2,0.2,57,0.5812512040138245,0.8515660762786865,1.8941959142684937,3.2210865020751958
cancer,3,256,2,0.3,50,0.5620085597038269,0.9746649861335754,1.9026013612747192,3.088329076766968
cancer,3,256,2,0.4,52,0.5938960313796997,1.021098494529724,1.6516706943511963,3.0611369609832764
cancer,3,256,2,0.5,59,0.5181659460067749,0.98935467004776,1.694753885269165,2.913865089416504
cancer,1,8,2,0.1,449,0.9162677526474,1.0246599912643433,1.4765616655349731,2.2692620754241943
cancer,3,512,1,0.1,33,0.5302189588546753,1.546422004699707,1.745012283325195,6.134851932525635
cancer,3,512,1,0.2,38,0.5343372821807861,1.2777743339538574,1.696893334388733,6.228822469711304
cancer,3,512,1,0.3,33,0.5194418430328369,1.2307840585708618,1.627896785736084,5.815988540649414
cancer,3,512,1,0.4,29,0.5196898579597473,1.1734472513198853,1.4606704711914062,5.386308908462524
cancer,3,512,1,0.5,16,0.4708212614059448,1.167266845703125,1.450152039527893,4.824077606201172
cancer,3,512,2,0.1,42,0.5316237211227417,1.006661295890808,1.9591407775878904,6.527791738510132
cancer,3,512,2,0.2,41,0.6000682711601257,0.8611084222793579,1.711841344833374,6.305501937866211
cancer,3,512,2,0.3,32,0.5285621285438538,0.9797072410583496,1.9340556859970093,5.804259300231934
cancer,3,512,2,0.4,34,0.535423755645752,1.0233901739120483,1.49972403049469,5.746528148651123
cancer,3,512,2,0.5,32,0.4941500425338745,1.0153672695159912,1.6939836740493774,4.804588794708252
cancer,1,8,2,0.2,397,0.9779101014137268,0.8752934336662292,1.423183798789978,2.193871259689331
cancer,3,1024,1,0.1,207,0.4527021646499634,1.4677749872207642,1.861388087272644,42.459534883499146
cancer,3,1024,1,0.2,20,0.5005378127098083,1.2173584699630735,1.562376856803894,19.159459590911865
cancer,3,1024,1,0.3,37,0.5006105899810791,1.2651770114898682,1.5482596158981323,20.589709281921387
cancer,3,1024,1,0.4,34,0.553686797618866,1.1839097738265991,1.3622010946273804,20.27135682106018
cancer,3,1024,1,0.5,22,0.5107395052909851,1.1685434579849243,1.285600185394287,15.587909460067747
cancer,3,1024,2,0.1,35,0.478790283203125,0.9928276538848876,2.2063064575195312,19.132735013961792
cancer,3,1024,2,0.2,25,0.6013372540473938,0.8871071934700012,2.1725668907165527,17.514451265335083
cancer,3,1024,2,0.3,26,0.4950264692306518,0.978174924850464,1.7576959133148191,17.090411901474
cancer,3,1024,2,0.4,25,0.5591055154800415,1.0447354316711426,1.4471818208694458,16.465527772903442
cancer,3,1024,2,0.5,20,0.5117185711860657,1.0266637802124023,1.4037758111953735,15.03485918045044
cancer,1,8,2,0.3,894,0.760132908821106,0.9974099397659302,1.5500012636184692,3.071291923522949
cancer,3,2048,1,0.1,25,0.4789429903030395,1.544592022895813,1.682238221168518,60.80918431282044
cancer,3,2048,1,0.2,10,0.4768172204494476,1.2283318042755127,1.6596931219100952,52.27739214897156
cancer,3,2048,1,0.3,34,0.5036076307296753,1.3109699487686155,1.5862042903900146,60.80140542984009
cancer,3,2048,1,0.4,26,0.4849857091903686,1.2203288078308103,1.5209949016571045,59.06724166870117
cancer,3,2048,1,0.5,13,0.4598300755023956,1.189594030380249,1.4845143556594849,51.11529064178467
cancer,3,2048,2,0.1,28,0.5034205317497253,1.047257661819458,2.776219606399536,66.12142443656921
cancer,3,2048,2,0.2,20,0.5417947173118591,0.8911222815513611,2.207263708114624,60.51181316375733
cancer,3,2048,2,0.3,26,0.5002764463424683,0.9992594718933104,1.9502910375595093,61.28518199920654
cancer,3,2048,2,0.4,21,0.5214717388153076,1.0240243673324585,1.64608895778656,56.69021272659302
cancer,3,2048,2,0.5,19,0.4863245785236358,1.0199464559555054,1.7023965120315552,53.936039209365845
cancer,1,8,2,0.4,440,0.8858005404472351,1.0678479671478271,1.3254740238189695,2.318885803222656
cancer,3,4096,1,0.1,126,0.4524319767951965,1.419026017189026,1.9321589469909668,417.352343082428
cancer,3,4096,1,0.2,17,0.4867600798606872,1.201493263244629,1.777184009552002,212.83866953849792
cancer,3,4096,1,0.3,34,0.4791673719882965,1.2505285739898682,1.5956716537475586,233.70865035057068
cancer,3,4096,1,0.4,27,0.4895245730876922,1.1700451374053955,1.5530498027801514,206.10408329963684
cancer,3,4096,1,0.5,22,0.4626848101615906,1.1628063917160034,1.406315803527832,195.30913400650024
cancer,3,4096,2,0.1,35,0.4592457115650177,1.0047338008880615,2.356096744537353,251.9361796379089
cancer,3,4096,2,0.2,33,0.510080099105835,0.8744387626647949,2.1278624534606934,240.81122994422915
cancer,3,4096,2,0.3,33,0.4885559678077698,0.9945098161697388,1.8577184677124023,231.95406579971316
cancer,3,4096,2,0.4,33,0.5102841258049011,1.0525307655334473,1.7526565790176392,218.3375558853149
cancer,3,4096,2,0.5,36,0.4842191636562347,1.0570091009140017,1.841766119003296,214.18484473228452
cancer,1,8,2,0.5,566,0.8851032257080078,1.0323551893234253,1.3788741827011108,2.519103527069092
cancer,4,1,1,0.1,3424,2.2495903968811035,2.630765676498413,2.2967677116394043,10.371157884597778
cancer,4,1,1,0.2,1373,2.230252981185913,2.514106035232544,2.276585817337036,5.125382661819458
cancer,4,1,1,0.3,1436,2.194709062576294,2.5024335384368896,2.2703311443328857,5.219659328460693
cancer,4,1,1,0.4,708,2.226539373397827,2.393972635269165,2.350270748138428,3.211015224456787
cancer,4,1,1,0.5,2499,2.1534643173217773,2.4197423458099365,2.255894184112549,7.4896252155303955
cancer,4,1,2,0.1,4659,1.9882616996765137,2.129026412963867,2.6647675037384038,13.52406358718872
cancer,4,1,2,0.2,2806,2.043504476547241,1.8416751623153689,2.637651205062866,8.832942724227905
cancer,4,1,2,0.3,2558,2.053552389144897,1.886715054512024,2.6219425201416016,8.285858869552612
cancer,4,1,2,0.4,4899,2.116436719894409,1.833612322807312,2.6461899280548096,13.802610397338867
cancer,4,1,2,0.5,4604,2.136146068572998,1.8907859325408936,2.5248279571533203,12.46491289138794
cancer,1,1,1,0.5,350,2.1534640789031982,2.4197423458099365,2.255598783493042,5.378283739089966
cancer,1,16,1,0.1,237,0.8468654155731201,1.5891963243484497,1.2993135452270508,1.9326202869415283
cancer,4,2,1,0.1,93,2.3331215381622314,2.5070979595184326,2.085296392440796,1.8445091247558596
cancer,4,2,1,0.2,2149,2.229581594467163,2.515109777450561,2.249202013015747,7.323348999023437
cancer,4,2,1,0.3,2105,2.194201946258545,2.5032851696014404,2.246532440185547,7.139425039291382
cancer,4,2,1,0.4,1945,2.201624870300293,2.427427291870117,2.1817164421081543,6.792848587036133
cancer,4,2,1,0.5,1705,2.1534640789031982,2.4197423458099365,2.2554543018341064,6.040243625640869
cancer,4,2,2,0.1,873,1.9882616996765137,2.129026174545288,2.664782285690308,3.839801788330078
cancer,4,2,2,0.2,287,2.043042659759521,1.8416751623153689,2.6551764011383057,2.4771313667297363
cancer,4,2,2,0.3,231,2.0522329807281494,1.886715292930603,2.6479780673980717,2.3659815788269043
cancer,4,2,2,0.4,859,2.116436719894409,1.833612322807312,2.6461923122406006,3.779826879501343
cancer,4,2,2,0.5,283,2.136146306991577,1.890784502029419,2.524831295013428,2.2009918689727783
cancer,1,16,1,0.2,45,0.9704498052597046,1.2594579458236694,1.3201552629470823,1.533792495727539
cancer,4,4,1,0.1,395,0.9242501258850098,1.505900263786316,1.281969666481018,2.551980495452881
cancer,4,4,1,0.2,374,0.9244468808174132,1.24641215801239,1.2860291004180908,2.480292320251465
cancer,4,4,1,0.3,415,0.8906047344207764,1.250710129737854,1.3325618505477903,2.541187524795532
cancer,4,4,1,0.4,331,0.9156357049942015,1.203311562538147,1.2661229372024536,2.3212785720825195
cancer,4,4,1,0.5,350,0.8643286228179932,1.1719284057617188,1.2573258876800537,2.353659152984619
cancer,4,4,2,0.1,457,0.9347096681594848,1.006953477859497,1.5186601877212524,2.63018536567688
cancer,4,4,2,0.2,494,0.9658555388450624,0.8639318346977234,1.4766770601272583,3.123952865600586
cancer,4,4,2,0.3,523,0.9331988096237184,1.01263427734375,1.503868818283081,3.254381895065308
cancer,4,4,2,0.4,246,1.0753575563430786,1.1287240982055664,1.325932860374451,2.4141745567321777
cancer,4,4,2,0.5,580,0.8487762808799744,1.0531926155090332,1.3806219100952148,3.419605493545532
cancer,1,16,1,0.3,142,0.8777281045913696,1.2762658596038818,1.357292890548706,1.7382569313049316
cancer,4,8,1,0.1,229,0.8273740410804749,1.5436967611312866,1.3594380617141724,2.3788809776306152
cancer,4,8,1,0.2,202,0.8072591423988342,1.2795498371124268,1.3463730812072754,2.3002676963806152
cancer,4,8,1,0.3,218,0.7900380492210388,1.2886394262313845,1.375000238418579,2.3568146228790283
cancer,4,8,1,0.4,191,0.8275951147079468,1.2116165161132812,1.3080143928527832,2.217851400375366
cancer,4,8,1,0.5,286,0.7778069376945496,1.1970194578170776,1.3014259338378906,2.500107526779175
cancer,4,8,2,0.1,283,0.8803484439849854,1.0118398666381836,1.5844560861587524,2.47828221321106
cancer,4,8,2,0.2,265,0.9201063513755798,0.8930724859237671,1.5670145750045776,2.433774709701538
cancer,4,8,2,0.3,328,0.8406471610069275,0.980892777442932,1.601489543914795,2.6002347469329834
cancer,4,8,2,0.4,387,0.7710766792297363,1.0439499616622925,1.3981410264968872,2.7739362716674805
cancer,4,8,2,0.5,432,0.6795215010643005,1.017831563949585,1.4775428771972656,2.905825614929199
cancer,1,16,1,0.4,94,0.9003167152404785,1.2190256118774414,1.2942357063293457,1.634378433227539
cancer,4,16,1,0.1,182,0.7995163202285767,1.5317542552947998,1.3091541528701782,1.9965519905090328
cancer,4,16,1,0.2,146,0.8007463216781616,1.2558050155639648,1.3167510032653809,1.898730516433716
cancer,4,16,1,0.3,123,0.8399080634117126,1.2642369270324707,1.3336100578308103,1.94309401512146
cancer,4,16,1,0.4,121,0.8256353139877319,1.203113675117493,1.3008638620376587,1.9244287014007568
cancer,4,16,1,0.5,150,0.7426379323005676,1.1683458089828491,1.282039761543274,2.016883134841919
cancer,4,16,2,0.1,211,0.7149366140365601,0.9978504180908204,1.6511149406433103,2.198345899581909
cancer,4,16,2,0.2,245,0.76526939868927,0.8733348846435547,1.590031623840332,2.2032687664031982
cancer,4,16,2,0.3,218,0.7914872169494629,0.9706264734268188,1.6892699003219604,2.158473491668701
cancer,4,16,2,0.4,251,0.7356306910514832,1.048639178276062,1.4867945909500122,2.283304452896118
cancer,4,16,2,0.5,216,0.7645105123519897,1.0065137147903442,1.402417540550232,2.133458137512207
cancer,1,16,1,0.5,150,0.823574423789978,1.1959984302520752,1.2882524728775024,1.7580914497375488
cancer,4,32,1,0.1,101,0.7868442535400391,1.5344644784927368,1.3786134719848633,2.1517317295074463
cancer,4,32,1,0.2,108,0.7800158858299255,1.226169228553772,1.3668252229690552,2.1637024879455566
cancer,4,32,1,0.3,100,0.73880934715271,1.2680442333221436,1.3855571746826172,2.1004083156585693
cancer,4,32,1,0.4,76,0.789362370967865,1.202730417251587,1.274311900138855,2.0643227100372314
cancer,4,32,1,0.5,92,0.7359338402748108,1.1681180000305176,1.2833280563354492,2.090238094329834
cancer,4,32,2,0.1,212,0.6900737881660461,1.0116151571273804,1.6477130651474,2.522655963897705
cancer,4,32,2,0.2,201,0.7139149308204651,0.8293144702911377,1.5973775386810305,2.502161026000977
cancer,4,32,2,0.3,178,0.7436694502830505,0.9936932921409608,1.6495991945266724,2.36892318725586
cancer,4,32,2,0.4,192,0.7114874720573425,1.0470056533813477,1.4274163246154783,2.37816858291626
cancer,4,32,2,0.5,186,0.706056535243988,1.0321308374404907,1.3841571807861328,2.3257391452789307
cancer,1,16,2,0.1,230,0.8927030563354492,0.97322416305542,1.5719784498214722,1.9607946872711184
cancer,4,64,1,0.1,83,0.6823161840438843,1.610338807106018,1.4159486293792725,2.262286424636841
cancer,4,64,1,0.2,64,0.7215627431869507,1.2559916973114014,1.3635748624801636,2.133830547332764
cancer,4,64,1,0.3,64,0.7119603157043457,1.2616957426071167,1.4082547426223757,1.9488904476165767
cancer,4,64,1,0.4,59,0.7013729214668274,1.1934758424758911,1.2789019346237185,1.997711181640625
cancer,4,64,1,0.5,48,0.6150345206260681,1.1664129495620728,1.36860990524292,1.81111741065979
cancer,4,64,2,0.1,139,0.6852656006813049,1.043085694313049,1.6119914054870603,2.2600419521331787
cancer,4,64,2,0.2,151,0.7042120695114136,0.8359194993972778,1.5743372440338137,2.894961357116699
cancer,4,64,2,0.3,134,0.6798691153526306,0.96774023771286,1.5684987306594849,2.3710386753082275
cancer,4,64,2,0.4,115,0.6792970299720764,1.0069804191589355,1.4233254194259644,2.26745343208313
cancer,4,64,2,0.5,119,0.6727938055992126,1.0173593759536743,1.4932812452316284,2.262877941131592
cancer,1,16,2,0.2,237,0.920486569404602,0.846250057220459,1.535670280456543,1.9431483745574951
cancer,4,128,1,0.1,53,0.6482143998146057,1.5662068128585815,1.321582913398743,2.477998733520508
cancer,4,128,1,0.2,38,0.6735711097717285,1.2720431089401243,1.3823630809783936,2.2635397911071777
cancer,4,128,1,0.3,36,0.6743489503860474,1.257473349571228,1.3350615501403809,2.234395980834961
cancer,4,128,1,0.4,32,0.7247264981269836,1.1955845355987549,1.274733304977417,2.177873134613037
cancer,4,128,1,0.5,28,0.6036301255226135,1.174161434173584,1.5291216373443604,2.1307477951049805
cancer,4,128,2,0.1,105,0.6126227974891663,1.0259360074996948,1.9008026123046875,2.915781259536743
cancer,4,128,2,0.2,98,0.6322919130325317,0.807305097579956,1.804474949836731,2.793982982635498
cancer,4,128,2,0.3,108,0.6272168159484863,0.9299682974815368,1.7827060222625732,2.8522958755493164
cancer,4,128,2,0.4,102,0.6734052300453186,0.9826897382736206,1.723529815673828,2.75993275642395
cancer,4,128,2,0.5,85,0.5585549473762512,1.0101988315582275,1.5672577619552612,2.592984676361084
cancer,1,16,2,0.3,428,0.8065810799598694,0.9722249507904052,1.5430727005004885,2.3256452083587646
cancer,4,256,1,0.1,51,0.6028954386711121,1.563694715499878,1.528397560119629,3.851940870285034
cancer,4,256,1,0.2,89,0.5412206053733826,1.2556025981903076,1.4877727031707764,4.405725479125977
cancer,4,256,1,0.3,39,0.5700520873069763,1.2534220218658447,1.4225870370864868,3.5533783435821533
cancer,4,256,1,0.4,37,0.5446344614028931,1.181004762649536,1.3197754621505735,3.4393420219421387
cancer,4,256,1,0.5,22,0.5151428580284119,1.1726405620574951,1.441325068473816,3.0395331382751465
cancer,4,256,2,0.1,69,0.5722519755363464,0.964091420173645,1.7427948713302612,4.098945617675781
cancer,4,256,2,0.2,78,0.5816575288772583,0.7922797203063965,1.7602163553237915,4.159404277801514
cancer,4,256,2,0.3,59,0.5683348774909973,0.9444276690483092,1.8280110359191892,3.744546413421631
cancer,4,256,2,0.4,50,0.5547384023666382,0.99564790725708,1.484700083732605,3.5444130897521973
cancer,4,256,2,0.5,64,0.5287802219390869,0.989957869052887,1.5319430828094482,3.6379358768463135
cancer,1,16,2,0.4,287,0.8610544204711914,1.0385531187057495,1.3777213096618652,4.875094652175903
cancer,4,512,1,0.1,115,0.5432059168815613,1.4689035415649414,1.4704571962356567,12.516599416732788
cancer,4,512,1,0.2,37,0.493927925825119,1.251670241355896,1.6380736827850342,8.671854496002197
cancer,4,512,1,0.3,34,0.5387376546859741,1.240440011024475,1.368948221206665,8.279959440231323
cancer,4,512,1,0.4,33,0.4993166923522949,1.178835391998291,1.365949034690857,7.398216485977173
cancer,4,512,1,0.5,19,0.4772185087203979,1.175895929336548,1.543291687965393,6.353371620178223
cancer,4,512,2,0.1,53,0.4819951951503753,0.9739879369735718,2.0255448818206787,8.990217208862305
cancer,4,512,2,0.2,45,0.5134262442588806,0.8515087366104126,2.039809465408325,8.524945974349976
cancer,4,512,2,0.3,45,0.4995338022708893,0.9819265604019164,1.886730432510376,8.130563497543335
cancer,4,512,2,0.4,34,0.6830028295516968,1.034264326095581,1.6463418006896973,7.306442737579346
cancer,4,512,2,0.5,41,0.6047331690788269,1.0225948095321655,1.513362169265747,7.313387393951416
cancer,1,16,2,0.5,300,0.8556051850318909,1.0112199783325195,1.438902735710144,4.941567420959473
cancer,4,1024,1,0.1,117,0.4549619853496551,1.4170446395874023,1.813496708869934,39.92513847351074
cancer,4,1024,1,0.2,25,0.4990738928318023,1.2869751453399658,1.5599216222763062,23.93532633781433
cancer,4,1024,1,0.3,26,0.4837011396884918,1.2602839469909668,1.5362154245376587,23.08813428878784
cancer,4,1024,1,0.4,35,0.4884569346904754,1.1641645431518557,1.5160253047943115,25.709304809570312
cancer,4,1024,1,0.5,19,0.4586705267429352,1.1837077140808103,1.4222465753555298,22.23172163963318
cancer,4,1024,2,0.1,76,0.4881705343723297,0.9532342553138732,1.845752954483032,35.20537090301514
cancer,4,1024,2,0.2,27,0.5108338594436646,0.8792265057563782,2.1128926277160645,25.88786792755127
cancer,4,1024,2,0.3,25,0.4943738281726837,1.0011144876480105,1.986544370651245,24.491178035736084
cancer,4,1024,2,0.4,17,0.5220292210578918,1.0403220653533936,1.5689963102340698,22.49828028678894
cancer,4,1024,2,0.5,20,0.4875653684139251,1.0404878854751587,1.6211379766464231,22.526886463165283
cancer,1,1,2,0.1,3118,1.9882616996765137,2.129026174545288,2.6647772789001465,6.511178731918335
cancer,1,32,1,0.1,30,0.9683367609977722,1.5934860706329346,1.3169218301773071,4.271772861480713
cancer,4,2048,1,0.1,23,0.4702817499637604,1.5722196102142334,1.732993483543396,88.73584985733032
cancer,4,2048,1,0.2,15,0.4863054752349853,1.2853907346725464,1.66427481174469,80.34416651725769
cancer,4,2048,1,0.3,16,0.4762920141220093,1.309933066368103,1.6106462478637695,74.97105407714844
cancer,4,2048,1,0.4,32,0.4857313632965088,1.2290925979614258,1.5244711637496948,81.23649573326111
cancer,4,2048,1,0.5,15,0.457379400730133,1.202608942985535,1.4623663425445557,73.03639340400696
cancer,4,2048,2,0.1,38,0.4629314541816711,1.0102417469024658,2.463157415390014,101.19031691551208
cancer,4,2048,2,0.2,32,0.5069132447242737,0.8503296375274658,2.084169626235962,94.09140729904176
cancer,4,2048,2,0.3,37,0.4846436977386474,1.000708818435669,2.111623287200928,93.84079718589784
cancer,4,2048,2,0.4,30,0.5153616070747375,1.0490410327911377,1.7740944623947144,84.93718957901001
cancer,4,2048,2,0.5,28,0.4846677184104919,1.0366241931915283,1.768314242362976,80.12915873527527
cancer,1,32,1,0.2,38,0.9487800598144532,1.2255760431289673,1.320811152458191,4.295085430145264
cancer,4,4096,1,0.1,11,0.5200311541557312,1.3992372751235962,1.6175323724746704,307.4102942943573
cancer,4,4096,1,0.2,12,0.4809066653251648,1.2540526390075684,1.698167085647583,301.1288974285126
cancer,4,4096,1,0.3,20,0.4794105589389801,1.2619754076004028,1.6208876371383667,311.0149233341217
cancer,4,4096,1,0.4,24,0.4931592941284179,1.1770387887954712,1.460978627204895,307.78158926963806
cancer,4,4096,1,0.5,17,0.4664367437362671,1.1582810878753662,1.3750897645950315,275.322448015213
cancer,4,4096,2,0.1,59,0.461438238620758,0.9558985829353333,2.42179799079895,434.9267408847809
cancer,4,4096,2,0.2,46,0.5090352892875671,0.7711437940597534,2.4787309169769287,389.263965845108
cancer,4,4096,2,0.3,39,0.4905773103237152,0.9657465815544128,2.025559425354004,358.0744650363922
cancer,4,4096,2,0.4,40,0.5239746570587158,1.026869773864746,1.7429717779159546,337.9015533924103
cancer,4,4096,2,0.5,39,0.4853525757789612,1.0011796951293943,1.7369786500930786,321.3237431049347
cancer,1,32,1,0.3,245,0.7508742809295654,1.2618119716644287,1.3134560585021973,4.883835077285767
cancer,1,32,1,0.4,119,0.8375235199928284,1.2157869338989258,1.2765625715255735,1.7497293949127195
cancer,1,32,1,0.5,134,0.777937650680542,1.1846468448638916,1.288586139678955,1.7760958671569824
cancer,1,32,2,0.1,233,0.8688092827796936,1.01286518573761,1.5362375974655151,2.0286567211151123
cancer,1,32,2,0.2,232,0.8970288634300232,0.8889270424842834,1.49944007396698,2.013532876968384
cancer,1,32,2,0.3,335,0.7752636671066284,0.9711875319480896,1.558243989944458,2.24045205116272
cancer,1,32,2,0.4,317,0.8042619824409485,1.0313341617584229,1.391379475593567,2.17742133140564
cancer,1,32,2,0.5,321,0.8115808367729187,1.0234471559524536,1.4166579246520996,2.1746442317962646
cancer,1,1,2,0.2,1560,2.043410539627075,1.8416751623153689,2.6404824256896973,4.053496599197388
cancer,1,64,1,0.1,107,0.7971646189689636,1.6046907901763916,1.3069804906845093,1.8321826457977293
cancer,1,64,1,0.2,24,0.9036794900894164,1.226067066192627,1.310692548751831,1.5966153144836426
cancer,1,64,1,0.3,88,0.8050556778907776,1.273794412612915,1.3210924863815308,1.773906707763672
cancer,1,64,1,0.4,71,0.8208350539207458,1.2194842100143433,1.2660375833511353,1.7195167541503906
cancer,1,64,1,0.5,85,0.7613222599029541,1.1889716386795044,1.2819522619247437,1.75170636177063
cancer,1,64,2,0.1,205,0.7625691294670105,0.9872585535049438,1.565542459487915,2.115330457687378
cancer,1,64,2,0.2,255,0.7503473162651062,0.8472022414207458,1.540006399154663,2.232022523880005
cancer,1,64,2,0.3,218,0.7574769854545593,0.9843735694885254,1.506502389907837,2.140856981277466
cancer,1,64,2,0.4,218,0.7661781311035156,1.053866624832153,1.3764123916625977,2.130049467086792
cancer,1,64,2,0.5,207,0.7626431584358215,1.0169732570648191,1.392310619354248,2.0895767211914062
cancer,1,1,2,0.3,1381,2.0532617568969727,1.886715054512024,2.626654863357544,3.7328343391418457
cancer,1,128,1,0.1,93,0.7412566542625427,1.599267840385437,1.3380966186523438,1.9711322784423828
cancer,1,128,1,0.2,16,0.855375349521637,1.2387959957122805,1.3219938278198242,1.6702980995178225
cancer,1,128,1,0.3,221,0.593676745891571,1.263396143913269,1.3511945009231567,5.297855854034424
cancer,1,128,1,0.4,73,0.7529029250144958,1.220584750175476,1.256051540374756,4.6882147789001465
cancer,1,128,1,0.5,98,0.6277041435241699,1.1923658847808838,1.3055270910263062,4.802550554275513
cancer,1,128,2,0.1,138,0.7522570490837097,0.9978698492050172,1.6217182874679563,5.002787351608276
cancer,1,128,2,0.2,173,0.750276505947113,0.8489017486572266,1.5701005458831787,5.1302478313446045
cancer,1,128,2,0.3,162,0.7143002152442932,0.965185046195984,1.5600814819335938,2.1492345333099365
cancer,1,128,2,0.4,128,0.7338458895683289,1.0220617055892944,1.4000829458236694,2.0370121002197266
cancer,1,128,2,0.5,146,0.6923937797546387,0.9920539259910583,1.4544854164123535,2.0698187351226807
cancer,1,1,2,0.4,3213,2.116436719894409,1.833612322807312,2.6461901664733887,6.720579624176025
cancer,1,256,1,0.1,73,0.6970764398574829,1.6012929677963257,1.3339592218399048,2.1594057083129883
cancer,1,256,1,0.2,12,0.799879789352417,1.237921953201294,1.3129632472991943,1.8206753730773928
cancer,1,256,1,0.3,113,0.6170694231987,1.2698214054107666,1.3558136224746704,2.326180458068848
cancer,1,256,1,0.4,57,0.6992287635803223,1.2226921319961548,1.2678143978118896,1.9916000366210935
cancer,1,256,1,0.5,67,0.5987352728843689,1.1921107769012451,1.3583509922027588,2.020655870437622
cancer,1,256,2,0.1,110,0.6965616345405579,1.0054339170455933,1.6472039222717283,2.3172860145568848
cancer,1,256,2,0.2,118,0.7262230515480042,0.8635718822479248,1.6122616529464722,2.33193588256836
cancer,1,256,2,0.3,112,0.6848278045654297,0.9649220705032348,1.6577160358428955,2.2841200828552246
cancer,1,256,2,0.4,103,0.6857388615608215,1.016266107559204,1.4217891693115234,2.228031873703003
cancer,1,256,2,0.5,107,0.6378893256187439,0.9916244149208068,1.4636237621307373,2.195655345916748
cancer,1,1,2,0.5,2853,2.136146068572998,1.890785813331604,2.5248284339904785,6.19282341003418
cancer,1,512,1,0.1,57,0.6562183499336243,1.5954039096832275,1.319347262382507,2.5734825134277344
cancer,1,512,1,0.2,8,0.7602410912513733,1.2397640943527222,1.318221926689148,2.1200292110443115
cancer,1,512,1,0.3,142,0.5517856478691101,1.273168444633484,1.4634017944335938,3.199116468429565
cancer,1,512,1,0.4,47,0.6408580541610718,1.2136809825897217,1.2708920240402222,2.4090263843536377
cancer,1,512,1,0.5,52,0.5489104390144348,1.1941113471984863,1.3387500047683716,2.412466049194336
cancer,1,512,2,0.1,91,0.6552501320838928,0.9908598065376282,1.693861961364746,2.887988805770874
cancer,1,512,2,0.2,77,0.6940717101097107,0.8558300733566284,1.615528583526611,5.890316486358643
cancer,1,512,2,0.3,90,0.6325348019599915,0.9661627411842346,1.715938925743103,6.027810335159302
cancer,1,512,2,0.4,79,0.6407369375228882,1.0243467092514038,1.4984378814697266,5.820318937301636
cancer,1,512,2,0.5,86,0.5935823917388916,0.9973344206809998,1.4867491722106934,5.839733362197876
